latitude,longitude,mgrs_tile,nlcd,nlcd_year
29.93127187023045,-89.96285041461292,16RBU,24,2024
30.019401288270313,-89.95951419081393,16RBU,24,2024
30.43983115388387,-89.9636424069689,16RBU,31,2024
30.481063893392893,-89.66693274011075,16RBU,31,2024
29.917443099980986,-89.9479715863799,16RBU,41,2024
30.19250373670869,-89.7148134095768,16RBU,41,2024
30.475099404173704,-89.5641639711155,16RBU,42,2024
30.60406734649002,-89.30759045576454,16RBU,42,2024
29.862024734012284,-89.86297822316112,16RBU,43,2024
30.67685987781279,-89.7454724954552,16RBU,43,2024
30.48847295293109,-89.62650503361903,16RBU,52,2024
30.525781126560275,-89.15257471949222,16RBU,52,2024
30.613300499153038,-89.72676821349363,16RBU,71,2024
30.57536918029775,-89.17513184894771,16RBU,71,2024
30.386516607903896,-89.28272490874757,16RBU,81,2024
30.567765548695846,-89.50597775036623,16RBU,81,2024
30.514399424670007,-89.40503920354111,16RBU,82,2024
30.683058946937436,-89.93402332055561,16RBU,82,2024
30.440867130435553,-89.72116147346685,16RBU,90,2024
30.306794639155598,-89.52883070279097,16RBU,90,2024
30.03638653194509,-89.41399224222893,16RBU,95,2024
29.933227240103033,-89.26010807401057,16RBU,95,2024
31.008793999811356,-89.43409384994324,16RBV,24,2024
31.190733631651185,-89.14738175336166,16RBV,24,2024
31.507863766796433,-89.2285188967433,16RBV,31,2024
31.077839892182087,-89.27770133625918,16RBV,31,2024
31.55666244494318,-89.93668931878253,16RBV,41,2024
31.60343409178074,-89.78048090817838,16RBV,41,2024
31.411792163710036,-89.21276401796702,16RBV,42,2024
31.292670664644664,-89.94950511592229,16RBV,42,2024
31.559475193017374,-89.70915448038426,16RBV,43,2024
31.576496945698683,-89.25997211594091,16RBV,43,2024
30.8491319670839,-89.62192356954984,16RBV,52,2024
31.519058541075676,-89.61092559392388,16RBV,52,2024
30.755262388037327,-89.9387251666305,16RBV,71,2024
31.32889924113289,-89.23177588978633,16RBV,71,2024
31.2611421391378,-89.73614836336453,16RBV,81,2024
31.10959765828109,-89.9716968162451,16RBV,81,2024
31.483052798206185,-89.19818878655947,16RBV,82,2024
30.91548852956908,-89.79494735665502,16RBV,82,2024
31.568963852447638,-89.50678930803844,16RBV,90,2024
31.058800450807713,-89.12153586895859,16RBV,90,2024
30.976198125897103,-89.85091864728864,16RBV,95,2024
31.45141842393044,-89.11858068046658,16RBV,95,2024
30.598537181026757,-88.16437404061003,16RCU,24,2024
30.407481376518444,-88.92221315959056,16RCU,24,2024
30.557460995151683,-88.74266306377986,16RCU,31,2024
30.37898981447039,-89.04006060829656,16RCU,31,2024
30.4353841918444,-88.80965927578931,16RCU,41,2024
30.43498845762049,-88.81189067601763,16RCU,41,2024
30.482128011948934,-88.1240059946599,16RCU,42,2024
30.548896295540857,-88.39517419206169,16RCU,42,2024
30.68797790227684,-88.71405332807585,16RCU,43,2024
30.65853332270945,-88.67419875828168,16RCU,43,2024
30.686581131517137,-88.45570286600325,16RCU,52,2024
30.688046870095395,-88.76032221999658,16RCU,52,2024
30.479362301832257,-88.14594891748857,16RCU,71,2024
30.534763501351122,-88.45746091109962,16RCU,71,2024
30.631159073696818,-88.47687263399555,16RCU,81,2024
30.510920794034263,-88.6534983124262,16RCU,81,2024
30.632053909530722,-88.30938565965072,16RCU,82,2024
30.5756214495404,-88.29645958972921,16RCU,82,2024
30.55264972619322,-89.03281777078546,16RCU,90,2024
30.614342639044303,-88.49635309592254,16RCU,90,2024
30.356477663259867,-88.17090461943422,16RCU,95,2024
30.425876787691738,-88.42229760768042,16RCU,95,2024
30.732146536638265,-88.10079346613684,16RCV,24,2024
30.80373065087041,-88.06798365756185,16RCV,24,2024
30.7942984346851,-88.69666271693328,16RCV,31,2024
30.927995279599326,-89.00666252628692,16RCV,31,2024
30.736840484963064,-88.30516972666544,16RCV,41,2024
31.585695225256927,-88.12411285304992,16RCV,41,2024
31.04299113910902,-88.19643596583452,16RCV,42,2024
31.012633101547042,-88.07761357805391,16RCV,42,2024
31.609440573829307,-88.33328926776437,16RCV,43,2024
31.340162625481614,-88.38106735164658,16RCV,43,2024
31.234437781290737,-88.62209835112024,16RCV,52,2024
31.299035986293678,-88.96380674359828,16RCV,52,2024
30.851450374349877,-88.4356862599277,16RCV,71,2024
31.459958766282707,-88.18186088755337,16RCV,71,2024
30.84382464429714,-88.96785568695712,16RCV,81,2024
31.547941706941945,-88.50653096600438,16RCV,81,2024
31.611374063842334,-88.54966752069785,16RCV,82,2024
31.00163529711779,-88.70140442607918,16RCV,82,2024
31.539090575719175,-88.21523682533198,16RCV,90,2024
31.275543897704615,-88.07565443803283,16RCV,90,2024
31.23178888306862,-88.50570201703468,16RCV,95,2024
31.291760290117637,-88.78686071751079,16RCV,95,2024
30.47720023831726,-87.30707939853103,16RDU,24,2024
30.653780815863737,-87.9018341047438,16RDU,24,2024
30.33086002930269,-87.29499417737489,16RDU,31,2024
30.511057274187603,-87.74622194346802,16RDU,31,2024
30.45943685648566,-87.76996811903498,16RDU,41,2024
30.571299866021317,-87.45945811416581,16RDU,41,2024
30.582957786465045,-87.55076940701245,16RDU,42,2024
30.678879969772332,-87.71820978508487,16RDU,42,2024
30.71585807190417,-87.9170947729671,16RDU,43,2024
30.580343904148613,-87.30837271225374,16RDU,43,2024
30.692332967609087,-87.35348270436126,16RDU,52,2024
30.713705513633027,-87.57346397199589,16RDU,52,2024
30.714605216665493,-87.74294476034852,16RDU,71,2024
30.682397414151737,-87.19379311438185,16RDU,71,2024
30.645558734678975,-87.31024352873146,16RDU,81,2024
30.56930332981081,-87.76393073438945,16RDU,81,2024
30.561684915100383,-87.72380370168241,16RDU,82,2024
30.449346612482454,-87.60793209078979,16RDU,82,2024
30.652149459672223,-87.58360406915064,16RDU,90,2024
30.43808748825954,-87.44791883851951,16RDU,90,2024
30.56096213830335,-87.19084116595461,16RDU,95,2024
30.693361691749868,-87.95397864926834,16RDU,95,2024
31.260997281918502,-88.00475670748551,16RDV,24,2024
31.087691903005503,-87.10762954516449,16RDV,24,2024
31.042033940440614,-88.04215882226029,16RDV,31,2024
31.442711571516547,-87.88754808547472,16RDV,31,2024
31.53083119034868,-87.75388904041608,16RDV,41,2024
31.54420371258597,-87.6971165253233,16RDV,41,2024
31.069556874393392,-87.64729551307525,16RDV,42,2024
31.51712253184369,-87.9701196322869,16RDV,42,2024
31.543797910143162,-87.32900605029772,16RDV,43,2024
31.472593119934107,-87.66917935635212,16RDV,43,2024
31.29460200141637,-87.12773704851823,16RDV,52,2024
31.34073449627967,-87.03781372278313,16RDV,52,2024
31.35636170034315,-87.89431748860454,16RDV,71,2024
31.185423808509494,-87.81064196973787,16RDV,71,2024
31.586841987880877,-87.35018180372445,16RDV,81,2024
31.35496480457595,-87.38583554249117,16RDV,81,2024
31.04976819646102,-87.49044173570519,16RDV,82,2024
30.849322750487918,-87.4694237034918,16RDV,82,2024
31.449902943520797,-87.64798735560034,16RDV,90,2024
31.14348711532309,-87.88457852000387,16RDV,90,2024
31.48254954081668,-87.9108970506443,16RDV,95,2024
30.742294615077352,-88.01975253368029,16RDV,95,2024
31.413400371982295,-86.07495027875028,16REV,24,2024
30.74939077059017,-86.57119419126789,16REV,24,2024
30.808227002485836,-86.57732442076195,16REV,31,2024
30.73893989208229,-86.36564794045934,16REV,31,2024
31.496071766258673,-86.67720121155743,16REV,41,2024
31.599721822544222,-86.32032840045582,16REV,41,2024
30.836315505320126,-86.48115975606417,16REV,42,2024
31.462326415153957,-86.87468089888722,16REV,42,2024
31.58599689313416,-86.55196606836247,16REV,43,2024
31.45697112031495,-86.0590675179568,16REV,43,2024
31.429394379843835,-86.80680706730423,16REV,52,2024
31.43113307770427,-86.98035662971158,16REV,52,2024
31.447525789826344,-86.92218926808945,16REV,71,2024
31.136084182897374,-86.85661263555792,16REV,71,2024
31.375828276452204,-86.55209324003155,16REV,81,2024
31.561140327027438,-86.29403556404395,16REV,81,2024
31.09080990538116,-86.0269701324003,16REV,82,2024
31.085744552590942,-85.98287374330394,16REV,82,2024
31.558637784383976,-86.43433362023889,16REV,90,2024
31.171905140412637,-86.06332327127483,16REV,90,2024
31.31827115588683,-86.84520192894223,16REV,95,2024
31.255684422653857,-86.75670660211925,16REV,95,2024
30.161739803935326,-85.75268216057162,16RFU,24,2024
30.15541974438225,-85.61952522599088,16RFU,24,2024
29.872494785953847,-85.40130184890653,16RFU,31,2024
29.831319606748757,-85.4115994658901,16RFU,31,2024
30.49082774854761,-84.9655403094839,16RFU,41,2024
30.517700348593753,-84.93541498667852,16RFU,41,2024
30.358457386514523,-85.86324715350288,16RFU,42,2024
30.619582752512887,-85.40927576450441,16RFU,42,2024
30.60696048491727,-85.74309776127166,16RFU,43,2024
30.60125675745989,-85.63594908086158,16RFU,43,2024
30.596285058366668,-85.21163340634034,16RFU,52,2024
30.386392374057046,-85.22203398582286,16RFU,52,2024
30.20738167517029,-85.27636053359505,16RFU,71,2024
30.461440882418078,-85.651175410739,16RFU,71,2024
30.521344773659877,-85.22059954404135,16RFU,81,2024
30.142159432376456,-85.36584191294706,16RFU,81,2024
30.419204873374824,-85.0756851738407,16RFU,82,2024
30.645544101410508,-85.14890213499142,16RFU,82,2024
29.90761363776655,-84.94207586432056,16RFU,90,2024
30.122796702439988,-85.17164877633526,16RFU,90,2024
30.549484308084097,-85.55962180615091,16RFU,95,2024
30.02589049725067,-85.38684475267662,16RFU,95,2024
31.223831441716147,-85.11130994488283,16RFV,24,2024
31.190366624373485,-85.22993947981004,16RFV,24,2024
31.246756070937096,-85.34168960539861,16RFV,31,2024
30.84193432299505,-85.0305424330564,16RFV,31,2024
31.54660534592305,-85.3428080333294,16RFV,41,2024
31.514143523755788,-85.64253341575723,16RFV,41,2024
31.026498110922894,-85.05662816626952,16RFV,42,2024
30.88234317791697,-85.64818228995993,16RFV,42,2024
31.50715289842478,-85.37834530186939,16RFV,43,2024
31.37712409333181,-85.39421055852266,16RFV,43,2024
31.519686870501324,-85.26021102204152,16RFV,52,2024
31.44827345598278,-85.23976583633969,16RFV,52,2024
30.871436695092125,-85.5096868720739,16RFV,71,2024
31.20772768201548,-85.11316299834091,16RFV,71,2024
31.615871906262374,-85.82294434989996,16RFV,81,2024
31.4100810025941,-85.92346378111468,16RFV,81,2024
31.164991412003168,-84.96381829754917,16RFV,82,2024
31.133007896816345,-84.96437165047409,16RFV,82,2024
31.447317603509887,-85.39931081608835,16RFV,90,2024
30.960163982978525,-85.00122689264094,16RFV,90,2024
30.803503384860324,-84.92877360321017,16RFV,95,2024
30.972737522329535,-85.5732678170319,16RFV,95,2024
30.462187662366386,-84.35718957864904,16RGU,24,2024
30.508057096255797,-84.25659820062408,16RGU,24,2024
30.658707938354027,-84.49502918528968,16RGU,31,2024
30.063629415131544,-84.27315828553549,16RGU,31,2024
30.603090444666833,-84.27511913033943,16RGU,41,2024
30.614837231463305,-84.08095930762356,16RGU,41,2024
30.590939489878412,-84.17198095416092,16RGU,42,2024
30.095668273894635,-84.90167763750087,16RGU,42,2024
30.646111701564855,-84.53062435893919,16RGU,43,2024
30.523723806031526,-84.17952689365406,16RGU,43,2024
30.638149393792858,-84.85493193520973,16RGU,52,2024
30.366510288367824,-84.83091100770605,16RGU,52,2024
30.706024534009554,-84.784617901608,16RGU,71,2024
29.891432469574752,-84.66065344063541,16RGU,71,2024
30.58929643915238,-84.74638961428056,16RGU,81,2024
30.401859651512876,-84.18015151910139,16RGU,81,2024
30.709546916539715,-84.65987185524902,16RGU,82,2024
30.6670808104204,-84.57792614423903,16RGU,82,2024
30.103304035033254,-84.59056343484896,16RGU,90,2024
29.93373392384238,-84.55489063241184,16RGU,90,2024
29.86075043041609,-84.9283478558983,16RGU,95,2024
30.112630614750614,-84.12197569475009,16RGU,95,2024
31.529161406234948,-84.1934588964051,16RGV,24,2024
30.878316837927255,-84.20363144552627,16RGV,24,2024
30.928209713877077,-84.08595853241653,16RGV,31,2024
30.76763405043393,-84.25706868514278,16RGV,31,2024
31.594142588853586,-84.06426036215535,16RGV,41,2024
31.06500055677041,-84.67834826715135,16RGV,41,2024
31.32110399452998,-84.14010836665828,16RGV,42,2024
30.9125789386571,-84.44505784886518,16RGV,42,2024
31.547872004399004,-84.13955750294647,16RGV,43,2024
31.533234728814154,-84.35840742062614,16RGV,43,2024
30.786577282231164,-84.10167798803424,16RGV,52,2024
30.876679277424728,-84.90263509690004,16RGV,52,2024
31.37406443227625,-84.84212073589998,16RGV,71,2024
30.915995145388862,-84.44393669204257,16RGV,71,2024
31.118925947313063,-84.53985331153928,16RGV,81,2024
30.93139232954528,-84.73474033191897,16RGV,81,2024
31.23588178069305,-84.55444011792792,16RGV,82,2024
30.841955003727023,-84.81175601025984,16RGV,82,2024
31.28187048964331,-84.81348603595733,16RGV,90,2024
31.571616608098434,-84.82842552862313,16RGV,90,2024
31.613402227420718,-84.85553799953456,16RGV,95,2024
30.83101393922549,-84.86740378920325,16RGV,95,2024
